Link,Link-href,Description,Date Created,Author,TextField
How worldwide teams can elevate better and smart collaboration in the digital space from anywhere with Miro,https://everconnect.foundever.com/everconnect/Article/Article/2300386,"Miro is a hub for your team, where you can visualize, share and collect ideas. Learn the b...","Friday, August 12, 2022",Osvaldo Z,"In an era where remote work has become the new standard for many companies and teams, leveraging the power of the digital tools available is becoming more and more critical than ever. As a designer in a cross-functional team distributed worldwide, I have the continuous need to collaborate, prioritize and ideate dynamically in the digital space with my peers and stakeholders."
The iCoach Monthly Reader V1No42021,https://everconnect.foundever.com/everconnect/Article/Article/2337560,"In this month's newsletter we want to share some of the new resources available for you 
i...","Monday, June 27, 2022",Maria M,In this month’s newsletter we want to share some of the new resources available for you in the iCoach Library. We have been working on some great articles about the different iCoach functionalities and now they have been added for you to use and share as needed.
Creative Builders|Production Overview|Nov 21',https://everconnect.foundever.com/everconnect/Article/Article/2340880,"Take a look at our Creative Builder's team production overview for the month of August, Se...","Monday, November 15, 2021",Lourdes B,null
"NCR, Tarlac and Baguio HR Generalist",https://everconnect.foundever.com/everconnect/Article/Article/2343565,Are you challenged by the idea of becoming the associates' go-to person for employment-rel...,"Tuesday, November 16, 2021",Rafael C,Position: HR Generalist
Coming Soon: Create More Connection with Sitel MAXConnect,https://everconnect.foundever.com/everconnect/Article/Article/2378189,"Coming Wednesday, Dec. 1","Wednesday, August 10, 2022",Lillian N,Create More Connection with:
MAXBot Update 17/11/21,https://everconnect.foundever.com/everconnect/Article/Article/2380254,Check out the latest update on everything MAXBot!,"Monday, July 18, 2022",Benjamin H,null
Workplace Experience Expert (Facilities Coordinator),https://everconnect.foundever.com/everconnect/Article/Article/2362298,Do you want to make Sitel Group® a workplace where everyone thrives? Do you have the know-...,"Thursday, November 18, 2021",Rafael C,"Position:  Workplace Experience Expert (Facilities Coordinator)
Location:  Palawan
Contact:  cornell.chavez@sitel.com or better.bonna@sitel.com"
Start Them Young: Fun Activities to do on World Children's Day Weekend,https://everconnect.foundever.com/everconnect/Article/Article/2386482,"Do you have kids? If you do, then this weekend is going to be extra-special for you and th...","Thursday, November 18, 2021",Rafael C,Photo courtesy of Sunstar
Make  your Move: Internal Job Openings (November 15 to 19),https://everconnect.foundever.com/everconnect/Article/Article/2387615,"Here are the internal job openings this week, November 15 to 19. See one you like? Make yo...","Thursday, November 18, 2021",Rafael C,null
Senior Operations Reports Analyst,https://everconnect.foundever.com/everconnect/Article/Article/2408000,"Are you interested in working with data, collecting and putting them together into reports...","Friday, November 19, 2021",Rafael C,Position: Senior Operations Reports Analyst
Web Analyst,https://everconnect.foundever.com/everconnect/Article/Article/2408375,Do you know your way around content management systems? Are you a master of search engine ...,"Friday, November 19, 2021",Rafael C,Position: Web Analyst
Hale Virtual Concert Live on Nov. 26,https://everconnect.foundever.com/everconnect/Article/Article/2411772,Jam with Hale! Click for more details!,"Friday, November 19, 2021",Ailena Marie M,We’d like to invite you to come join us on a virtual concert featuring Hale.
MAXConnect Communities Advanced Topic & Post Features,https://everconnect.foundever.com/everconnect/Article/Article/2275793,Take a closer look at creating content in MAXConnect Communities.,"Wednesday, October 5, 2022",Benjamin H,null
Understanding MAXConnect Communities Trust Levels,https://everconnect.foundever.com/everconnect/Article/Article/2089812,An indepth look into Trust Levels on MAXConnect Communities,"Tuesday, July 5, 2022",Benjamin H,null
MAXConnect Communities: Tags!,https://everconnect.foundever.com/everconnect/Article/Article/2097382,Learn more about the important tagging system within MAXConnect Communities,"Tuesday, July 5, 2022",Benjamin H,null
MAXConnect Communities: Site Feedback,https://everconnect.foundever.com/everconnect/Article/Article/2097352,A look into the site feedback you can assist with to help Communities!,"Tuesday, July 5, 2022",Benjamin H,null
Tutorials,https://everconnect.foundever.com/everconnect/Article/Article/2513808,You will find different tutorials to explore and have a better experience in MyAcademy,"Tuesday, April 26, 2022",Lourdes B,Here are the links to different resources available to you:
Ninjas,https://everconnect.foundever.com/everconnect/Article/Article/2513994,Welcome Ninjas,"Friday, August 12, 2022",Lourdes B,
MyAcademy -Under Maintenance-,https://everconnect.foundever.com/everconnect/Article/Article/2563605,News & Updates,"Monday, November 29, 2021",Lourdes B,null
Creative Builders: Meet The Team,https://everconnect.foundever.com/everconnect/Article/Article/2564166,Creative Builders: Meet The Team,"Friday, August 12, 2022",Lourdes B,
Creative Builders,https://everconnect.foundever.com/everconnect/Article/Article/2514072,This Page you will find all Creative Builders resources for you!,"Friday, August 12, 2022",Lourdes B,
Guidelines for Home Recorded Videos,https://everconnect.foundever.com/everconnect/Article/Article/2564537,Resources: DIY Home Recorded Videos,"Friday, August 12, 2022",Lourdes B,
The Wellbies of Q3 2021,https://everconnect.foundever.com/everconnect/Article/Article/2571737,Check out the SitelFit POCs who made a difference in Q3 2021,"Tuesday, August 2, 2022",Dimiter P,null
SitelFit December Program,https://everconnect.foundever.com/everconnect/Article/Article/2573164,The SitelFit Program for December is ready. Take a look!,"Wednesday, December 1, 2021",Dimiter P,Every week in December we have one feel-good challenge for you:
Wellbeing Calendar - December 2021,https://everconnect.foundever.com/everconnect/Article/Article/2579826,Help yourself and your teammates stay on top of your game and end the year strong with our...,"Thursday, December 2, 2021",Dimiter P,null
Tiktok Holi-Slay Dance Challenge,https://everconnect.foundever.com/everconnect/Article/Article/2582167,Create a holiday dance to any festive holiday song on Tiktok and get a chance to win Php 2...,"Tuesday, November 30, 2021",Rafael C,Create a holiday dance to any festive holiday song on Tiktok and get a chance to win Php 2000 worth of e-goodies!
Coach Dashboard V2 Pilot - December 2021,https://everconnect.foundever.com/everconnect/Article/Article/2587109,Pilot available: New and enhanced version of Coach Dashboard now in PowerBI,"Wednesday, June 22, 2022",Maria M,"Starting December 1st 2021 iCoach team will enable a pilot version of Coach Dashboard in the Main Menu (iCoach Menu>Reports>Dashboard). This new and enhanced dashboard will not change any of the great content you are already familiar with, however this version is now in Power BI which will provide our users with:"
Associate Advisory | PTO Filing Guidelines for Vaccination-Related Leaves on November 29 to December 1,https://everconnect.foundever.com/everconnect/Article/Article/2589024,"We are encouraging all associates to have yourselves vaccinated during the ""Bayanihan, Bak...","Wednesday, December 1, 2021",Rafael C,"To:  Sitel® Philippines Associates
From:  HR Shared Services
Date:  December 1, 2021
Subject: PTO Filing Guidelines for Vaccination-Related Leaves on November 29 to December 1"
Business Objects Downtime Alert!,https://everconnect.foundever.com/everconnect/Article/Article/2607858,Scheduled downtime due to database migration.,"Tuesday, August 9, 2022",Wallbert Don E,Please see CM 233805 for additional information.
Associate Advisory | Required Vaccination Documents and Accredited Clinics for RT-PCR/Antigen Test,https://everconnect.foundever.com/everconnect/Article/Article/2613225,The government recently approved the Inter-Agency Task Force for the Management of Emergin...,"Thursday, December 2, 2021",Rafael C,"To:  Sitel® Philippines Associates
From: Corporate HR
Date: December 2, 2021
Subject: Required Vaccination Documents and Accredited Clinics for RT-PCR/Antigen Test"
Baguio Coach,https://everconnect.foundever.com/everconnect/Article/Article/2620683,Do you have a knack for motivating people? Can you guide a team of associates in achieving...,"Thursday, December 2, 2021",Rafael C,"Position: Coach (Financial and Telco accounts)
Location: Baguio
Contact: viola.garcia@sitel.com"
HOLIDAY ADVISORY | December 2021 Holiday Announcement,https://everconnect.foundever.com/everconnect/Article/Article/2620893,Please be informed of the following holidays in December as declared in the Proclamation N...,"Thursday, December 2, 2021",Ailena Marie M,"To: All Sitel Group® Associates in the Philippines
From: Corporate HR
Date: December 2, 2021
Subject: December 2021 Holiday Announcement"
Baguio Sourcing Coordinator,https://everconnect.foundever.com/everconnect/Article/Article/2622205,Can you help our recruitment team pick the right candidates for our available positions an...,"Thursday, December 2, 2021",Rafael C,Position: Sourcing Coordinator
Baguio Recruitment Specialist,https://everconnect.foundever.com/everconnect/Article/Article/2622936,Do you have an eye for talent? Can you help the recruitment team match the right candidate...,"Thursday, December 2, 2021",Rafael C,SUMMARYOF RESPONSIBILITIES
Nutrition Help Guide: Eating At Home,https://everconnect.foundever.com/everconnect/Article/Article/2621088,Discover nutrition tips and foods to fuel your mind and body in times of change or high le...,"Wednesday, December 22, 2021",Dimiter P,"This may not be an option as many restaurants, cafes, bars, etc. are closed or only offer reduced levels of service. But if you want to order take-out just to get out of the office or home, go for a healthy walk instead. Save on empty calories and increase those steps!"
Nutrition Help Guide: Avoiding Stress Eating And Drinking,https://everconnect.foundever.com/everconnect/Article/Article/2624017,"Working from home has its perks, but potential weight gain and alcohol overconsumption sho...","Wednesday, December 22, 2021",Dimiter P,"As more of our associates work remotely and Work-From-Anywhere becomes the predominant working mode, a combination of job stress, financial concerns, the uncertainty surrounding public health, and having easy access to the refrigerator and liquor closet could prompt some workers to overindulge more than they would otherwise."
