Link,Link-href,Description,Date Created,Author,TextField
Org Announcement | HR Council for the Philippines and China,https://everconnect.foundever.com/everconnect/Article/Article/10222325,We are pleased to introduce the HR Council for the Philippines & China.,"Wednesday, June 22, 2022",Ailena Marie M,"To: Sitel® Philippines Associates
From: Ravi Iyengar, COO – APAC
Date: June 23, 2022
Subject: HR Council for the Philippines and China"
See You at the Rainbow Town Hall on June 23,https://everconnect.foundever.com/everconnect/Article/Article/10224291,Let's learn how to build a workplace where the LGBTQIA+ community is welcome and becomes ...,"Wednesday, June 22, 2022",Rafael C,
Concur Car Millage & Drive App,https://everconnect.foundever.com/everconnect/Article/Article/10221600,Drive is an effortless way to capture and expense car mileage. Using a combination of tech...,"Thursday, September 29, 2022",David A,null
SAP Concur Expense User Guide,https://everconnect.foundever.com/everconnect/Article/Article/8267824,This guide will present the processes that need to be managed in our travel and Expense re...,"Wednesday, September 28, 2022",David A,null
MAXConnect 4.1.2 Release Notes,https://everconnect.foundever.com/everconnect/Article/Article/10254182,The latest MAXConnect update has arrived with exciting new changes!,"Wednesday, June 29, 2022",Benjamin H,"In today's article we'll be running through all of the new additions, changes and bug fixes that have been implemented."
iCoach KPI Definition for New Client/Campaign,https://everconnect.foundever.com/everconnect/Article/Article/10271585,"In order to create the campaign and initial KPI setup in iCoach, operational leaders will ...","Friday, January 6, 2023",Maria M,null
Best Life Program Launch (LSitel),https://everconnect.foundever.com/everconnect/Article/Article/10304076,"Accessible, proactive and holistic services to maximize your health and wellbeing.","Friday, June 24, 2022",Rafael C,"Learn how to live your best life with the Best Life Program. Accessible, proactive and holistic services to maximize your health and wellbeing."
Join the Digital Pride Fest Watch and Win Promo,https://everconnect.foundever.com/everconnect/Article/Article/10037613,Fulfill your travel and gadget dreams by joining us as we celebrate Pride!,"Friday, July 22, 2022",Rafael C,null
The SitelFit Buddy Challenge: The Winners,https://everconnect.foundever.com/everconnect/Article/Article/10309487,Take a look at all the winners from the first SitelFit Buddy Challenge.,"Tuesday, August 9, 2022",Dimiter P,"Our first SitelFit Buddy Challenge ended last Sunday and the results are in. All in all, we have added 148 new users globally through this initiative. The three “squads” that managed to add the highest number of new members are:"
"Health, Wellbeing and Sustainability in the Workplace",https://everconnect.foundever.com/everconnect/Article/Article/10344296,Discover the most important insights from the second Global SitelFit Wellness & Sustainabi...,"Wednesday, June 29, 2022",Dimiter P,Here are the main findings and insights from this year's survey.
MAXConnect Dashboard Update Week 25,https://everconnect.foundever.com/everconnect/Article/Article/10412015,A weekly update where we take a look at the latest figures from the MAXConnect Dashboard,"Tuesday, July 12, 2022",Benjamin H,null
"L-Sykes June 30, 2022 Salary Crediting",https://everconnect.foundever.com/everconnect/Article/Article/10420197,Find out the crediting date of our June 30 salary,"Wednesday, June 29, 2022",Ana Marie M,null
Spot Bonuses in SuccessFactors,https://everconnect.foundever.com/everconnect/Article/Article/10445136,Spot Bonuses in SuccessFactors,"Monday, July 11, 2022",Amy D,1. From your Home Page navigate to My Team and click the Manage My Team tile
Sitel® Baguio is Looking for a Real Time Analyst,https://everconnect.foundever.com/everconnect/Article/Article/10476576,Do you get challenged when working with numbers? Do you love the idea of managing staffing...,"Wednesday, June 29, 2022",Gabriel H,BASIC QUALIFICATIONS
SYKES Mobile App Promo Winners - Deadline of Filling Out of Claim Form Extended Until July 1,https://everconnect.foundever.com/everconnect/Article/Article/9180048,Congratulations to the winners! Know how to claim your prize here.,"Wednesday, June 29, 2022",Rafael C,null
Congratulations - Digital Pride Fest Year 3 Promo Winners,https://everconnect.foundever.com/everconnect/Article/Article/10477745,See the complete list of winners here.,"Friday, July 22, 2022",Rafael C,null
Sitel® Eton is Looking for a Real Time Analyst,https://everconnect.foundever.com/everconnect/Article/Article/10478392,Do you get challenged when working with numbers? Do you love the idea of managing staffing...,"Wednesday, June 29, 2022",Gabriel H,BASIC QUALIFICATIONS
July Wellbeing Calendar,https://everconnect.foundever.com/everconnect/Article/Article/10492054,"Take a look at the new calendar, which will make you move, eat and live better.","Wednesday, July 13, 2022",Dimiter P,"As we head into the second half of the year, it is a fantastic time to reevaluate and refresh your wellness goals for the rest of 2022."
June 30 DORADO Payslip,https://everconnect.foundever.com/everconnect/Article/Article/10501573,Please access your DORADO E-pay to view the latest payslip!,"Wednesday, June 29, 2022",Jay Ann C,null
June 30 Salary,https://everconnect.foundever.com/everconnect/Article/Article/10529027,June 30 Salary,"Thursday, June 30, 2022",Ana Marie M,null
Proud Legacies: Five Individuals Who Made a Difference in Science and the LGBTQIA+ Community,https://everconnect.foundever.com/everconnect/Article/Article/10480543,Learn about five renowned members of the LGBTQIA+ community and their contributions in the...,"Thursday, June 30, 2022",Rafael C,"This Pride Month, we dug through history and found five notable trailblazers and self-identified members of the LGBTQIA+ community who has left a lasting mark on the field of STEM:"
Coming Soon: 7 Operational Standards to Help Reach Our Peak ⛰️,https://everconnect.foundever.com/everconnect/Article/Article/10554946,Stay tuned for more information on how we will reach our peak ⛰️ - together - this July.,"Friday, July 8, 2022",Rebecca S,We’re eager to tell you more about the 7 standards we’re launching this month.
Sitel®  Eton is Looking for a Knowledge Engineer,https://everconnect.foundever.com/everconnect/Article/Article/10882935,Do you like working with data and mapping out processes? Can you identify best practices a...,"Friday, July 8, 2022",Dave B,QUALIFICATIONS:
"Global Program Manager - MAX Innovations (Web 3.0, Cryptocurrencies, Blockchain)",https://everconnect.foundever.com/everconnect/Article/Article/10846825,Join our global team!  We are looking for a cunning and people-driven person who thrives i...,"Thursday, July 14, 2022",Kevin B,"We are looking for experienced professionals to scope, design, and deliver associate-centric projects related to engagement, gamification & rewards, Web 3.0, blockchain, and Crypto technologies."
The Great Pyramid of Giza,https://everconnect.foundever.com/everconnect/Article/Article/10941505,"We unlocked the first world treasure of our ""Around the World in 30 Days"" Challenge. Let's...","Tuesday, July 12, 2022",Dimiter P,
SLS - Business Development Director,https://everconnect.foundever.com/everconnect/Article/Article/10942810,The Business Development Director directly supports the revenue generation activities of t...,"Friday, January 27, 2023",Elisa N,"The Business Development Director is in charge of Bid management team and part of the definition of the commercial strategy and pricing as well as RFI/RFP/Pricing answers. The BD Director plans and implements sales programs in key vertical markets, coordinates development of sales objectives, strategies, promotional programs and ensures their execution, gathers new product ideas and evaluates their potential, provides leadership with information used to evaluate new opportunities, ensures maximum revenue at minimum cost through effective negotiation and maintains knowledge of the long-term business strategies of each of the potential client’s business lines to anticipate and plan for optimal partnership interaction between the client and the company."
New Associate Separation Process,https://everconnect.foundever.com/everconnect/Article/Article/10722876,"Key requirements, flowcharts, and consequence management. Effective July 15, 2022.","Monday, July 11, 2022",Rafael C,null
Associate Advisory | New Associate Separation Process for Legacy Sitel Group®,https://everconnect.foundever.com/everconnect/Article/Article/10734464,"The new process takes effect on July 15, 2022.","Monday, July 11, 2022",Rafael C,
The Client's Success is our Success - The DELL story,https://everconnect.foundever.com/everconnect/Article/Article/10507968,The Client's Success is our Success - The DELL story - A great example of Account Manageme...,"Friday, August 12, 2022",Istvan K,"After a period of consolidation by DELL of their Global Partner network both Legacy SYKES and Legacy Sitel were Tier 2 niche partners for about 4 years. In 2021 the team were successful in winning back the EMEA Basic Support for Nordics, deployed into Turku, Finland in a highly successful and fast way."
